ID_Sesion,NivelEstudiante,Disciplina,FechaSesion,DuracionMinutos,TotalIndicaciones,TipoTarea,NivelAsistenciaIA,ResultadoFinal,UsadoNuevamente,CalificacionSatisfaccion
SESSION08298,Universitario,Negocios,2025-02-05,7.09,2,Estudio,3,Idea Rezagada,True,3.9
SESSION08300,Universitario,Psicología,2024-07-04,20.48,4,Programación,5,Tarea Completada,True,4.6
SESSION08301,Universitario,Biología,2024-10-05,10.3,2,Programación,2,Tarea Completada,True,1.9
SESSION08302,Graduado,Psicología,2024-10-14,29.31,11,Investigación,3,Tarea Completada,True,2.5
SESSION08303,Preparatoria,Psicología,2024-10-24,16.15,4,Estudio,5,Gave Up,True,5.0
SESSION08304,Universitario,Matemáticas,2024-06-27,33.57,10,Estudio,5,Idea Rezagada,True,4.8
SESSION08305,Universitario,Psicología,2025-04-27,22.6,9,Programación,3,Tarea Completada,True,4.8
SESSION08306,Universitario,Ingeniería,2025-02-13,20.73,9,Ayuda con Tareas,4,Gave Up,True,3.0
SESSION08307,Universitario,Historia,2024-08-27,33.67,13,Estudio,5,Confundido,True,5.0
SESSION08308,Universitario,Psicología,2025-03-08,30.7,11,Redacción,2,Idea Rezagada,True,1.0
SESSION08309,Preparatoria,Matemáticas,2025-02-27,7.46,1,Ayuda con Tareas,4,Tarea Completada,True,3.5
SESSION08310,Universitario,Ingeniería,2025-01-09,7.69,1,Redacción,3,Idea Rezagada,True,2.1
SESSION08312,Universitario,Biología,2024-11-24,10.7,2,Programación,3,Gave Up,True,3.1
SESSION08313,Preparatoria,Biología,2025-05-30,35.26,7,Redacción,4,Gave Up,True,4.9
SESSION08314,Graduado,Ciencias de la Computación,2024-06-27,20.63,7,Redacción,3,Tarea Completada,True,4.4
SESSION08315,Universitario,Ingeniería,2024-10-28,25.18,8,Estudio,3,Tarea Completada,True,3.4
SESSION08316,Preparatoria,Ingeniería,2024-08-29,25.73,5,Programación,3,Tarea Completada,True,3.3
SESSION08317,Graduado,Ciencias de la Computación,2024-08-08,13.0,6,Investigación,3,Confundido,True,2.7
SESSION08321,Universitario,Ingeniería,2024-08-26,9.06,4,Redacción,4,Tarea Completada,True,5.0
SESSION08322,Universitario,Ciencias de la Computación,2024-11-25,44.52,10,Ayuda con Tareas,4,Idea Rezagada,True,3.8
SESSION08323,Graduado,Ingeniería,2024-08-17,4.41,1,Redacción,4,Tarea Completada,True,2.8
SESSION08324,Universitario,Ciencias de la Computación,2024-12-19,11.8,3,Programación,4,Tarea Completada,True,1.7
SESSION08326,Universitario,Ingeniería,2024-11-25,12.87,2,Programación,2,Tarea Completada,True,2.5
SESSION08327,Universitario,Historia,2024-11-26,17.9,4,Estudio,2,Tarea Completada,True,3.1
SESSION08328,Preparatoria,Matemáticas,2024-10-14,3.8,1,Programación,4,Idea Rezagada,True,4.7
SESSION08329,Universitario,Biología,2025-01-24,11.97,5,Estudio,3,Tarea Completada,True,2.7
SESSION08330,Universitario,Historia,2025-02-12,10.7,2,Programación,3,Tarea Completada,True,1.6
SESSION08332,Universitario,Historia,2024-07-17,31.36,14,Redacción,4,Confundido,True,4.2
SESSION08333,Preparatoria,Historia,2024-07-01,44.98,17,Programación,3,Tarea Completada,True,2.7
SESSION08334,Graduado,Ingeniería,2025-05-16,41.69,11,Ayuda con Tareas,1,Idea Rezagada,True,1.0
SESSION08336,Universitario,Matemáticas,2024-09-01,30.16,12,Estudio,3,Tarea Completada,True,4.4
SESSION08337,Universitario,Biología,2024-10-07,13.18,6,Estudio,5,Tarea Completada,True,3.4
SESSION08338,Graduado,Negocios,2025-01-17,17.4,1,Estudio,4,Tarea Completada,True,4.1
SESSION08340,Universitario,Ciencias de la Computación,2024-09-30,14.76,3,Estudio,5,Tarea Completada,True,3.6
SESSION08341,Universitario,Negocios,2024-11-10,25.53,11,Ayuda con Tareas,2,Confundido,True,3.0
SESSION08342,Universitario,Historia,2025-01-11,15.12,3,Estudio,4,Idea Rezagada,True,3.9
SESSION08343,Universitario,Ingeniería,2024-08-03,8.52,2,Programación,3,Tarea Completada,True,3.0
SESSION08344,Graduado,Historia,2025-04-19,9.52,3,Ayuda con Tareas,4,Gave Up,True,3.0
SESSION08345,Preparatoria,Ciencias de la Computación,2024-09-17,17.91,8,Programación,4,Idea Rezagada,True,3.0
SESSION08346,Graduado,Matemáticas,2024-06-24,15.99,7,Estudio,3,Tarea Completada,True,2.5
SESSION08347,Universitario,Biología,2025-01-26,21.74,4,Programación,4,Idea Rezagada,True,4.9
SESSION08348,Graduado,Ingeniería,2025-05-30,19.77,7,Redacción,4,Tarea Completada,True,3.8
SESSION08349,Universitario,Matemáticas,2025-01-19,9.08,2,Redacción,4,Idea Rezagada,True,3.7
SESSION08350,Universitario,Psicología,2025-02-01,15.0,3,Programación,3,Tarea Completada,True,3.3
SESSION08351,Preparatoria,Ciencias de la Computación,2025-01-25,20.44,4,Lluvia de Ideas,4,Tarea Completada,True,4.1
SESSION08352,Graduado,Matemáticas,2024-09-05,10.8,2,Redacción,4,Idea Rezagada,True,4.0
SESSION08353,Graduado,Negocios,2025-05-29,8.53,3,Estudio,3,Idea Rezagada,True,1.7
SESSION08355,Universitario,Ciencias de la Computación,2025-05-02,35.93,2,Redacción,3,Tarea Completada,True,4.9
SESSION08356,Preparatoria,Psicología,2024-09-23,16.89,5,Redacción,3,Tarea Completada,True,4.9
SESSION08357,Universitario,Biología,2024-10-30,50.12,11,Redacción,3,Tarea Completada,True,2.9
SESSION08358,Preparatoria,Historia,2024-12-28,20.45,4,Redacción,5,Tarea Completada,True,4.9
SESSION08359,Universitario,Negocios,2024-10-20,45.28,13,Lluvia de Ideas,3,Idea Rezagada,True,3.8
SESSION08360,Graduado,Ciencias de la Computación,2025-03-09,21.67,4,Lluvia de Ideas,4,Tarea Completada,True,4.6
SESSION08362,Universitario,Matemáticas,2025-01-20,28.67,10,Redacción,3,Gave Up,True,4.4
SESSION08363,Universitario,Historia,2025-01-24,11.48,2,Redacción,2,Gave Up,True,3.0
SESSION08364,Universitario,Biología,2024-09-24,35.52,4,Ayuda con Tareas,5,Confundido,True,4.9
SESSION08365,Universitario,Psicología,2025-02-19,17.92,3,Redacción,4,Idea Rezagada,True,2.9
SESSION08366,Graduado,Ciencias de la Computación,2025-02-10,18.71,7,Ayuda con Tareas,4,Tarea Completada,True,3.4
SESSION08367,Universitario,Ciencias de la Computación,2025-04-06,27.01,8,Redacción,3,Tarea Completada,True,2.9
SESSION08368,Graduado,Negocios,2024-12-24,8.4,2,Programación,2,Tarea Completada,True,1.8
SESSION08369,Preparatoria,Ciencias de la Computación,2024-10-03,13.55,4,Estudio,3,Idea Rezagada,True,1.7
SESSION08370,Universitario,Psicología,2025-05-13,25.1,8,Investigación,3,Confundido,True,3.1
SESSION08372,Universitario,Negocios,2025-04-28,23.03,5,Investigación,2,Gave Up,True,2.2
SESSION08373,Universitario,Biología,2024-08-04,55.56,12,Redacción,4,Gave Up,True,3.1
SESSION08374,Universitario,Negocios,2025-04-07,11.08,2,Redacción,4,Confundido,True,2.7
SESSION08375,Universitario,Historia,2024-11-06,7.75,5,Programación,3,Tarea Completada,True,2.7
SESSION08376,Preparatoria,Matemáticas,2024-12-02,33.75,12,Ayuda con Tareas,3,Confundido,True,3.9
SESSION08378,Preparatoria,Psicología,2024-09-23,6.16,1,Ayuda con Tareas,2,Tarea Completada,True,2.7
SESSION08379,Universitario,Negocios,2024-06-29,26.32,8,Redacción,3,Idea Rezagada,True,3.9
SESSION08380,Graduado,Ingeniería,2024-08-21,25.68,10,Programación,4,Tarea Completada,True,3.9
SESSION08381,Preparatoria,Biología,2025-06-18,17.51,7,Redacción,4,Idea Rezagada,True,3.0
SESSION08382,Graduado,Historia,2024-12-14,7.54,1,Estudio,3,Tarea Completada,True,3.3
SESSION08383,Universitario,Psicología,2025-04-26,19.82,6,Redacción,3,Idea Rezagada,True,3.1
SESSION08384,Universitario,Matemáticas,2024-11-14,9.97,2,Redacción,4,Confundido,True,3.1
SESSION08385,Graduado,Biología,2025-06-14,14.53,6,Redacción,5,Idea Rezagada,True,5.0
SESSION08386,Universitario,Psicología,2024-06-28,35.02,9,Investigación,4,Idea Rezagada,True,4.6
SESSION08388,Universitario,Psicología,2024-06-24,14.29,6,Redacción,3,Tarea Completada,True,1.0
SESSION08390,Graduado,Ingeniería,2024-07-11,10.93,3,Ayuda con Tareas,4,Tarea Completada,True,3.3
SESSION08391,Graduado,Negocios,2025-03-14,11.38,2,Ayuda con Tareas,5,Confundido,True,4.3
SESSION08392,Graduado,Psicología,2024-11-04,6.12,2,Redacción,4,Idea Rezagada,True,4.1
SESSION08393,Universitario,Ciencias de la Computación,2024-09-06,16.95,8,Investigación,4,Confundido,True,3.8
SESSION08394,Universitario,Ingeniería,2024-11-22,8.3,2,Programación,4,Tarea Completada,True,3.2
SESSION08395,Universitario,Negocios,2025-04-15,84.96,17,Redacción,4,Idea Rezagada,True,4.8
SESSION08396,Universitario,Matemáticas,2025-03-14,31.07,7,Lluvia de Ideas,5,Idea Rezagada,True,4.9
SESSION08397,Universitario,Ingeniería,2024-11-27,30.24,9,Redacción,3,Tarea Completada,True,1.8
SESSION08398,Universitario,Negocios,2024-08-02,21.0,4,Investigación,5,Confundido,True,2.0
SESSION08399,Universitario,Ingeniería,2025-02-08,28.73,8,Redacción,2,Idea Rezagada,True,2.1
SESSION08400,Universitario,Psicología,2025-06-04,48.89,11,Redacción,2,Gave Up,True,2.9
SESSION08403,Universitario,Negocios,2025-02-10,27.01,7,Programación,5,Tarea Completada,True,5.0
SESSION08404,Graduado,Matemáticas,2024-11-09,31.5,15,Estudio,3,Idea Rezagada,True,4.2
SESSION08405,Preparatoria,Matemáticas,2025-03-01,32.47,10,Investigación,4,Idea Rezagada,True,4.1
SESSION08406,Graduado,Matemáticas,2024-09-10,34.84,13,Redacción,4,Tarea Completada,True,4.0
SESSION08407,Universitario,Negocios,2024-06-30,1.34,1,Redacción,5,Tarea Completada,True,4.3
SESSION08408,Universitario,Matemáticas,2025-06-12,25.9,6,Programación,4,Idea Rezagada,True,4.4
SESSION08409,Graduado,Historia,2024-11-09,18.66,6,Redacción,4,Tarea Completada,True,3.6
SESSION08411,Graduado,Biología,2024-10-15,44.36,11,Redacción,3,Confundido,True,2.5
SESSION08413,Universitario,Historia,2025-01-26,4.12,1,Redacción,4,Confundido,True,4.8
SESSION08414,Graduado,Negocios,2024-10-03,32.23,6,Ayuda con Tareas,5,Tarea Completada,True,5.0
SESSION08417,Universitario,Historia,2024-09-06,23.45,5,Investigación,1,Tarea Completada,True,2.6
SESSION08418,Universitario,Negocios,2025-05-10,15.74,5,Programación,3,Tarea Completada,True,1.2
SESSION08419,Universitario,Psicología,2024-12-11,31.18,6,Estudio,4,Tarea Completada,True,4.7
SESSION08420,Universitario,Psicología,2025-01-20,4.72,2,Investigación,3,Confundido,True,3.2
SESSION08421,Universitario,Negocios,2025-03-09,2.0,1,Estudio,4,Confundido,True,4.5
SESSION08424,Graduado,Matemáticas,2024-10-16,3.57,1,Ayuda con Tareas,3,Confundido,True,2.5
SESSION08426,Graduado,Negocios,2024-12-15,5.47,2,Redacción,3,Tarea Completada,True,4.0
SESSION08427,Universitario,Ciencias de la Computación,2025-01-31,4.32,1,Estudio,4,Idea Rezagada,True,3.8
SESSION08428,Universitario,Biología,2024-07-14,22.25,7,Programación,3,Tarea Completada,True,2.8
SESSION08429,Universitario,Biología,2025-01-05,4.08,12,Redacción,3,Tarea Completada,True,4.6
SESSION08431,Universitario,Matemáticas,2024-12-27,3.41,1,Ayuda con Tareas,5,Tarea Completada,True,4.4
SESSION08432,Preparatoria,Negocios,2025-06-13,17.88,7,Estudio,4,Gave Up,True,5.0
SESSION08433,Universitario,Ingeniería,2024-09-26,28.98,13,Programación,3,Tarea Completada,True,3.1
SESSION08436,Preparatoria,Negocios,2025-03-04,25.82,9,Estudio,3,Idea Rezagada,True,2.1
SESSION08438,Preparatoria,Psicología,2025-01-16,10.57,3,Ayuda con Tareas,4,Tarea Completada,True,4.6
SESSION08439,Universitario,Ingeniería,2024-12-24,6.5,2,Estudio,2,Idea Rezagada,True,1.7
SESSION08440,Universitario,Ciencias de la Computación,2024-08-25,16.25,3,Investigación,4,Tarea Completada,True,4.2
SESSION08441,Preparatoria,Ingeniería,2024-12-01,11.36,2,Ayuda con Tareas,5,Tarea Completada,True,5.0
SESSION08442,Universitario,Biología,2025-05-31,29.78,13,Investigación,4,Confundido,True,3.2
SESSION08443,Universitario,Ciencias de la Computación,2025-02-28,11.15,2,Ayuda con Tareas,4,Confundido,True,3.4
SESSION08444,Universitario,Psicología,2025-05-02,38.32,7,Ayuda con Tareas,5,Tarea Completada,True,4.2
SESSION08445,Universitario,Psicología,2024-07-07,25.7,9,Programación,3,Idea Rezagada,True,2.8
SESSION08446,Preparatoria,Ingeniería,2024-07-06,24.48,1,Ayuda con Tareas,4,Tarea Completada,True,4.4
SESSION08447,Universitario,Psicología,2024-08-30,20.49,6,Redacción,2,Idea Rezagada,True,1.7
SESSION08449,Graduado,Psicología,2025-04-11,9.71,2,Programación,3,Gave Up,True,4.4
SESSION08450,Universitario,Matemáticas,2024-09-11,20.48,10,Redacción,2,Idea Rezagada,True,2.4
SESSION08451,Universitario,Psicología,2024-12-07,30.67,7,Redacción,2,Tarea Completada,True,2.9
SESSION08452,Graduado,Ciencias de la Computación,2024-11-15,14.51,5,Redacción,4,Tarea Completada,True,4.0
SESSION08453,Graduado,Matemáticas,2025-06-04,17.85,2,Redacción,4,Tarea Completada,True,3.7
SESSION08455,Preparatoria,Negocios,2024-08-10,4.24,1,Estudio,5,Tarea Completada,True,4.6
SESSION08456,Universitario,Historia,2024-07-12,15.52,4,Redacción,3,Tarea Completada,True,1.5
SESSION08457,Universitario,Matemáticas,2024-09-21,3.97,3,Redacción,5,Gave Up,True,3.6
SESSION08458,Universitario,Ingeniería,2024-10-07,6.75,1,Estudio,3,Confundido,True,2.2
SESSION08459,Preparatoria,Ingeniería,2025-06-15,19.79,4,Programación,3,Confundido,True,3.4
SESSION08460,Preparatoria,Negocios,2024-10-16,22.54,4,Ayuda con Tareas,1,Tarea Completada,True,1.0
SESSION08461,Universitario,Psicología,2024-10-19,27.19,6,Ayuda con Tareas,3,Tarea Completada,True,2.1
SESSION08462,Universitario,Biología,2024-09-29,16.81,3,Redacción,4,Idea Rezagada,True,4.2
SESSION08463,Graduado,Biología,2024-08-14,13.05,5,Lluvia de Ideas,4,Idea Rezagada,True,3.1
SESSION08464,Universitario,Ciencias de la Computación,2025-02-12,20.27,4,Programación,4,Tarea Completada,True,2.5
SESSION08465,Universitario,Ciencias de la Computación,2025-02-10,33.79,7,Investigación,2,Idea Rezagada,True,3.3
SESSION08466,Preparatoria,Ingeniería,2025-06-23,2.69,13,Estudio,3,Idea Rezagada,True,3.4
SESSION08468,Preparatoria,Ingeniería,2024-11-23,28.45,7,Redacción,2,Tarea Completada,True,1.3
SESSION08469,Preparatoria,Ingeniería,2024-12-28,36.93,11,Estudio,2,Gave Up,True,1.6
SESSION08471,Universitario,Historia,2025-03-09,12.93,4,Estudio,4,Confundido,True,4.9
SESSION08472,Universitario,Biología,2025-01-03,4.93,1,Programación,3,Tarea Completada,True,2.9
SESSION08473,Preparatoria,Matemáticas,2024-12-04,13.06,20,Ayuda con Tareas,4,Tarea Completada,True,4.7
SESSION08474,Preparatoria,Biología,2025-01-26,13.46,6,Estudio,4,Tarea Completada,True,4.7
SESSION08476,Universitario,Historia,2025-06-19,15.5,3,Redacción,4,Idea Rezagada,True,5.0
SESSION08477,Universitario,Ingeniería,2024-11-26,22.63,5,Ayuda con Tareas,3,Idea Rezagada,True,1.0
SESSION08478,Graduado,Negocios,2025-05-07,22.57,7,Programación,4,Gave Up,True,5.0
SESSION08479,Universitario,Psicología,2025-06-14,13.5,4,Programación,3,Tarea Completada,True,1.8
SESSION08480,Universitario,Ingeniería,2024-11-16,26.45,7,Ayuda con Tareas,5,Tarea Completada,True,5.0
SESSION08481,Universitario,Ciencias de la Computación,2024-08-27,50.44,24,Estudio,2,Tarea Completada,True,2.9
SESSION08482,Graduado,Biología,2024-10-18,21.04,6,Ayuda con Tareas,2,Idea Rezagada,True,1.0
SESSION08483,Preparatoria,Ciencias de la Computación,2025-06-24,25.08,10,Estudio,4,Tarea Completada,True,4.2
SESSION08484,Universitario,Ciencias de la Computación,2024-07-08,33.6,16,Redacción,5,Idea Rezagada,True,5.0
SESSION08486,Graduado,Ciencias de la Computación,2024-08-18,14.61,4,Estudio,4,Tarea Completada,True,2.9
SESSION08487,Universitario,Matemáticas,2025-04-25,19.88,2,Ayuda con Tareas,5,Tarea Completada,True,4.8
SESSION08488,Preparatoria,Ingeniería,2025-04-22,8.61,7,Investigación,3,Gave Up,True,2.0
SESSION08489,Graduado,Historia,2024-08-11,8.87,3,Programación,2,Tarea Completada,True,1.9
SESSION08491,Universitario,Historia,2024-10-27,29.45,8,Redacción,4,Tarea Completada,True,3.6
SESSION08492,Universitario,Ciencias de la Computación,2025-06-12,33.27,13,Ayuda con Tareas,4,Idea Rezagada,True,5.0
SESSION08493,Universitario,Ciencias de la Computación,2024-11-04,13.99,2,Redacción,4,Tarea Completada,True,3.2
SESSION08494,Universitario,Ingeniería,2025-02-16,7.98,1,Estudio,4,Gave Up,True,2.7
SESSION08495,Universitario,Biología,2025-02-10,22.58,6,Lluvia de Ideas,3,Idea Rezagada,True,2.1
SESSION08496,Universitario,Matemáticas,2025-04-19,50.08,12,Investigación,2,Idea Rezagada,True,1.6
SESSION08497,Universitario,Negocios,2025-05-28,16.06,4,Redacción,4,Idea Rezagada,True,3.3
SESSION08498,Universitario,Ingeniería,2024-12-26,16.62,4,Redacción,4,Tarea Completada,True,4.0
SESSION08499,Universitario,Psicología,2024-08-16,12.14,3,Lluvia de Ideas,4,Confundido,True,2.2
SESSION08500,Universitario,Ingeniería,2024-10-24,27.29,13,Programación,4,Idea Rezagada,True,4.6
SESSION08501,Preparatoria,Psicología,2025-06-21,27.55,13,Lluvia de Ideas,3,Idea Rezagada,True,2.2
SESSION08502,Universitario,Matemáticas,2024-12-06,22.75,9,Investigación,4,Gave Up,True,2.1
SESSION08503,Universitario,Ingeniería,2025-04-18,37.07,16,Lluvia de Ideas,3,Idea Rezagada,True,3.4
SESSION08504,Graduado,Historia,2025-05-23,1.96,1,Ayuda con Tareas,3,Tarea Completada,True,4.6
SESSION08505,Graduado,Biología,2024-09-03,10.12,3,Estudio,5,Confundido,True,4.7
SESSION08506,Universitario,Matemáticas,2025-06-23,35.78,10,Estudio,3,Confundido,True,3.9
SESSION08507,Universitario,Negocios,2025-05-22,8.7,1,Programación,4,Idea Rezagada,True,2.2
SESSION08509,Universitario,Ingeniería,2025-03-16,42.79,13,Redacción,3,Idea Rezagada,True,2.7
SESSION08510,Graduado,Matemáticas,2025-02-15,4.35,1,Redacción,5,Idea Rezagada,True,4.9
SESSION08512,Universitario,Negocios,2024-10-30,7.73,1,Programación,4,Idea Rezagada,True,3.7
SESSION08513,Universitario,Historia,2024-09-23,10.79,2,Ayuda con Tareas,3,Tarea Completada,True,3.1
SESSION08515,Universitario,Biología,2025-06-20,17.43,4,Programación,3,Tarea Completada,True,4.2
SESSION08517,Preparatoria,Historia,2025-03-02,55.24,18,Programación,5,Idea Rezagada,True,5.0
SESSION08518,Universitario,Ingeniería,2024-07-10,38.52,8,Estudio,4,Idea Rezagada,True,4.1
SESSION08519,Preparatoria,Ingeniería,2024-10-16,7.83,17,Investigación,5,Idea Rezagada,True,4.1
SESSION08520,Preparatoria,Negocios,2024-12-11,9.42,16,Estudio,3,Confundido,True,2.9
SESSION08521,Universitario,Psicología,2025-04-28,5.85,1,Programación,5,Confundido,True,5.0
SESSION08522,Universitario,Ciencias de la Computación,2024-07-05,20.24,9,Redacción,3,Tarea Completada,True,5.0
SESSION08525,Universitario,Ciencias de la Computación,2024-10-21,11.42,3,Ayuda con Tareas,3,Confundido,True,2.3
SESSION08526,Universitario,Historia,2024-12-27,6.67,4,Programación,3,Tarea Completada,True,4.5
SESSION08527,Universitario,Matemáticas,2025-06-08,35.15,8,Redacción,2,Idea Rezagada,True,2.3
SESSION08528,Preparatoria,Psicología,2024-11-21,23.46,6,Lluvia de Ideas,3,Gave Up,True,2.2
SESSION08529,Preparatoria,Psicología,2024-10-19,37.16,1,Programación,4,Gave Up,True,1.4
SESSION08530,Graduado,Ciencias de la Computación,2025-01-20,4.28,1,Redacción,3,Idea Rezagada,True,2.1
SESSION08531,Universitario,Negocios,2024-10-14,3.23,3,Lluvia de Ideas,4,Confundido,True,3.3
SESSION08532,Universitario,Negocios,2025-03-16,52.74,12,Programación,3,Tarea Completada,True,2.4
SESSION08533,Graduado,Negocios,2025-04-25,18.38,5,Redacción,3,Idea Rezagada,True,2.5
SESSION08535,Graduado,Ciencias de la Computación,2024-11-15,9.11,4,Redacción,3,Gave Up,True,3.5
SESSION08536,Universitario,Ciencias de la Computación,2025-02-10,18.75,6,Redacción,4,Tarea Completada,True,2.7
SESSION08537,Preparatoria,Ciencias de la Computación,2024-09-18,20.25,9,Ayuda con Tareas,4,Tarea Completada,True,4.5
SESSION08538,Universitario,Psicología,2025-02-12,12.51,4,Lluvia de Ideas,4,Tarea Completada,True,3.9
SESSION08539,Universitario,Historia,2024-12-10,6.95,1,Redacción,5,Gave Up,True,3.3
SESSION08540,Universitario,Historia,2025-01-28,27.28,6,Redacción,5,Idea Rezagada,True,3.8
SESSION08541,Graduado,Biología,2025-01-18,5.27,1,Redacción,3,Tarea Completada,True,4.2
SESSION08542,Universitario,Ingeniería,2024-07-31,5.24,1,Ayuda con Tareas,4,Gave Up,True,5.0
SESSION08543,Universitario,Historia,2025-05-19,16.17,3,Estudio,4,Tarea Completada,True,3.8
SESSION08544,Universitario,Psicología,2025-05-10,49.8,14,Redacción,3,Tarea Completada,True,2.4
SESSION08546,Universitario,Psicología,2024-09-22,14.71,3,Programación,3,Idea Rezagada,True,2.3
SESSION08547,Preparatoria,Biología,2025-01-17,17.59,6,Redacción,3,Tarea Completada,True,4.0
SESSION08548,Universitario,Negocios,2025-02-21,21.44,4,Ayuda con Tareas,5,Idea Rezagada,True,4.1
SESSION08549,Graduado,Ingeniería,2024-10-23,33.55,9,Ayuda con Tareas,4,Tarea Completada,True,4.5
SESSION08550,Universitario,Biología,2024-06-26,27.3,9,Investigación,3,Gave Up,True,2.3
SESSION08551,Preparatoria,Ciencias de la Computación,2024-12-30,19.11,3,Programación,3,Confundido,True,3.3
SESSION08552,Graduado,Ciencias de la Computación,2025-05-12,7.29,1,Programación,3,Confundido,True,2.7
SESSION08553,Universitario,Negocios,2024-07-25,16.0,4,Estudio,4,Tarea Completada,True,5.0
SESSION08554,Universitario,Ciencias de la Computación,2024-08-16,60.85,14,Programación,5,Confundido,True,5.0
SESSION08555,Preparatoria,Psicología,2024-10-13,28.64,5,Ayuda con Tareas,3,Idea Rezagada,True,2.4
SESSION08556,Universitario,Negocios,2024-10-31,23.55,8,Estudio,3,Gave Up,True,2.7
SESSION08557,Universitario,Ingeniería,2025-04-02,8.29,2,Estudio,4,Tarea Completada,True,4.0
SESSION08558,Universitario,Biología,2024-11-06,9.3,3,Estudio,3,Tarea Completada,True,3.6
SESSION08560,Preparatoria,Matemáticas,2024-08-02,33.99,16,Ayuda con Tareas,4,Tarea Completada,True,3.5
SESSION08561,Universitario,Matemáticas,2024-08-27,45.79,2,Ayuda con Tareas,3,Gave Up,True,1.0
SESSION08562,Preparatoria,Matemáticas,2025-03-23,13.23,3,Redacción,4,Idea Rezagada,True,4.1
SESSION08563,Universitario,Biología,2025-05-11,4.54,1,Programación,2,Confundido,True,1.7
SESSION08564,Graduado,Ingeniería,2025-05-24,11.61,3,Programación,4,Tarea Completada,True,3.0
SESSION08565,Universitario,Ciencias de la Computación,2025-06-08,14.32,6,Redacción,5,Tarea Completada,True,4.6
SESSION08566,Universitario,Ingeniería,2025-02-10,16.58,5,Lluvia de Ideas,5,Confundido,True,3.4
SESSION08567,Universitario,Ingeniería,2024-07-15,20.47,4,Estudio,3,Idea Rezagada,True,3.3
SESSION08568,Graduado,Negocios,2024-06-25,61.57,23,Ayuda con Tareas,3,Tarea Completada,True,4.5
SESSION08569,Preparatoria,Negocios,2025-04-07,34.05,8,Redacción,5,Confundido,True,4.6
SESSION08570,Graduado,Matemáticas,2024-09-28,27.97,6,Redacción,3,Idea Rezagada,True,3.4
SESSION08571,Universitario,Ingeniería,2024-11-24,6.94,2,Redacción,3,Idea Rezagada,True,2.3
SESSION08572,Universitario,Ingeniería,2024-08-12,30.69,6,Estudio,4,Gave Up,True,3.5
SESSION08573,Universitario,Ciencias de la Computación,2025-03-06,14.1,3,Programación,5,Idea Rezagada,True,1.3
SESSION08574,Universitario,Historia,2024-09-03,63.25,25,Ayuda con Tareas,5,Idea Rezagada,True,4.0
SESSION08575,Graduado,Biología,2024-07-29,18.4,6,Estudio,4,Gave Up,True,3.5
SESSION08576,Universitario,Ingeniería,2025-06-20,22.59,8,Programación,4,Gave Up,True,2.6
SESSION08577,Universitario,Ciencias de la Computación,2025-05-27,14.05,3,Estudio,1,Tarea Completada,True,1.0
SESSION08578,Graduado,Psicología,2024-07-20,17.97,6,Ayuda con Tareas,3,Tarea Completada,True,1.7
SESSION08579,Universitario,Historia,2025-06-19,3.05,1,Estudio,3,Confundido,True,2.3
SESSION08580,Universitario,Negocios,2024-08-04,16.64,6,Lluvia de Ideas,3,Tarea Completada,True,3.2
SESSION08581,Graduado,Ingeniería,2025-04-22,4.25,1,Estudio,3,Idea Rezagada,True,1.7
SESSION08582,Preparatoria,Matemáticas,2024-12-24,11.03,2,Estudio,3,Idea Rezagada,True,2.3
SESSION08583,Universitario,Negocios,2024-09-23,15.44,7,Redacción,5,Tarea Completada,True,4.1
SESSION08584,Preparatoria,Negocios,2025-06-17,16.89,7,Ayuda con Tareas,3,Tarea Completada,True,3.3
SESSION08585,Universitario,Historia,2025-04-22,18.42,8,Redacción,4,Idea Rezagada,True,3.8
SESSION08586,Universitario,Psicología,2025-02-27,6.65,1,Estudio,4,Tarea Completada,True,5.0
SESSION08587,Preparatoria,Biología,2024-08-18,1.8,1,Estudio,5,Gave Up,True,3.9
SESSION08588,Universitario,Negocios,2025-02-24,7.66,3,Redacción,4,Confundido,True,3.3
SESSION08589,Graduado,Ingeniería,2024-12-20,7.79,2,Estudio,2,Tarea Completada,True,1.7
SESSION08591,Preparatoria,Negocios,2024-08-23,7.9,1,Programación,3,Tarea Completada,True,2.1
SESSION08592,Graduado,Psicología,2024-12-06,50.24,5,Estudio,3,Tarea Completada,True,2.6
SESSION08593,Universitario,Matemáticas,2025-04-19,28.91,2,Programación,3,Idea Rezagada,True,4.0
SESSION08594,Universitario,Ingeniería,2024-10-07,20.47,9,Ayuda con Tareas,5,Confundido,True,4.5
SESSION08596,Graduado,Matemáticas,2025-02-28,16.67,7,Ayuda con Tareas,5,Tarea Completada,True,5.0
SESSION08597,Preparatoria,Psicología,2025-01-21,17.63,4,Estudio,2,Gave Up,True,1.5
SESSION08598,Universitario,Ingeniería,2025-04-04,5.21,1,Redacción,2,Tarea Completada,True,1.1
SESSION08599,Preparatoria,Negocios,2024-09-27,3.88,4,Ayuda con Tareas,2,Idea Rezagada,True,1.9
SESSION08600,Graduado,Historia,2025-02-18,13.05,3,Estudio,4,Confundido,True,5.0
SESSION08601,Preparatoria,Negocios,2024-11-05,22.66,5,Programación,3,Confundido,True,3.1
SESSION08602,Universitario,Psicología,2025-01-25,29.87,11,Programación,4,Tarea Completada,True,4.1
SESSION08603,Preparatoria,Ciencias de la Computación,2024-10-26,19.54,4,Redacción,3,Tarea Completada,True,2.8
